,ID,gender,age,race,country_home,state_home,county_home,sports_5_12,sports_13_18,primary_sport_highschool,secondary_sport_highschool,leadership_role_highschool,stop_point,study_time_highschool,club_participation_highschool,club_highschool_num,highschool_gpa,highschool_training_days_per_week,highschool_training_hours_per_day,college_athlete_desire,sports_on_college_app,year_in_school,major,college_name,major_not_bing,not_bing_apply_bing,accepted_bing_not_bing,college_gpa,post_college_plan,college_ncaa_athlete,college_teams,college_intramural_sports,college_train_days_per_week,college_train_hours_per_day,sports_grade_impact,on_colleg_athlete_scholarship,how_recruited_to_ncaa
75,75,MALE,22,WHITE,US,NY,FRANKLIN,YES,YES,XC/TRACK AND FIELD,SKIING,YES,NEVER STOPPED,12,YES,3,94.0,6,2,YES,YES,GRADUATE STUDENT,ATTENDS DIFFERENT COLLEGE,"IONA UNIVERSITY, STONY BROOK UNIVERSITY","BIOLOGY, PRE-MED CONCENTRATION",YES,YES,3.8,GRADUATE SCHOOL,YES,XC/TRACK AND FIELD,NO,7,3,NEGATIVE EFFECT,YES,RECRUITED
76,76,MALE,20,WHITE,US,NY,ERIE,YES,YES,XC/TRACK AND FIELD,NONE,YES,NEVER STOPPED,3,NO,0,90.0,7,3,YES,YES,JUNIOR,ATTENDS DIFFERENT COLLEGE,STONY BROOK UNIVERSITY,MECHANICAL ENGINEERING,NO,NO,2.67,EMPLOYMENT,YES,XC/TRACK AND FIELD,NO,7,4,NEGATIVE EFFECT,NO,RECRUITED
77,77,MALE,19,ASIAN,US,NY,ALBANY,YES,YES,XC/TRACK AND FIELD,BASEBALL,YES,NEVER STOPPED,6,YES,3,99.93,7,2,YES,YES,JUNIOR,ATTENDS DIFFERENT COLLEGE,STONY BROOK UNIVERSITY,APPLIED MATHEMATICS AND STATISTICS,NO,DID NOT APPLY,3.9,GRADUATE SCHOOL,YES,XC/TRACK AND FIELD,NO,7,4,NO EFFECT,NO,RECRUITED
78,78,MALE,17,WHITE,ITALY,NOT FROM US,ITALY,YES,YES,XC/TRACK AND FIELD,GOLF,YES,NEVER STOPPED,2,YES,5,98.3,6,3,YES,YES,FRESHMAN,ATTENDS DIFFERENT COLLEGE,STONY BROOK UNIVERSITY,COMPUTER SCIENCE,NO,NO,4,BOTH,YES,XC/TRACK AND FIELD,YES,6,3,NO EFFECT,NO,RECRUITED
79,79,FEMALE,21,HISPANIC OR LATINO,US,NY,DUTCHESS,YES,YES,XC/TRACK AND FIELD,XC/TRACK AND FIELD,YES,NEVER STOPPED,6,NO,0,92.0,7,2,YES,YES,SENIOR,ATTENDS DIFFERENT COLLEGE,STONY BROOK UNIVERSITY,"BIOLOGY, BS",NO,DID NOT APPLY,2.55,GRADUATE SCHOOL,YES,XC/TRACK AND FIELD,NO,7,4,NEGATIVE EFFECT,YES,RECRUITED
80,80,MALE,20,WHITE,US,MA,FALMOUTH,YES,YES,XC/TRACK AND FIELD,NONE,YES,NEVER STOPPED,0,NO,0,83.0,6,3,YES,YES,JUNIOR,ATTENDS DIFFERENT COLLEGE,STONY BROOK UNIVERSITY,BUSINESS,NO,DID NOT APPLY,3.3,EMPLOYMENT,YES,XC/TRACK AND FIELD,NO,6,4,POSITIVE EFFECT,YES,RECRUITED
81,81,FEMALE,18,WHITE,US,NY,WESTCHESTER,YES,YES,XC/TRACK AND FIELD,DANCE,YES,NEVER STOPPED,7,YES,1,97.0,6,2,YES,YES,FRESHMAN,ATTENDS DIFFERENT COLLEGE,STONY BROOK UNIVERSITY,POLITICAL SCIENCE,YES,YES,NO GPA YET,BOTH,YES,XC/TRACK AND FIELD,YES,6,3,POSITIVE EFFECT,NO,RECRUITED
82,82,MALE,22,WHITE,US,NY,ROCKLAND,YES,YES,BASEBALL,XC/TRACK AND FIELD,NO,END OF HIGH SCHOOL,8,YES,2,99.0,6,3,NO,YES,ALUM,ATTENDS DIFFERENT COLLEGE,UNIVERSITY OF CONNECTICUT,ACCOUNTING,YES,YES,3.98,EMPLOYMENT,NO,NONE,YES,0,0,NEUTRAL,NO,NOT A NCAA ATHLETE
83,83,MALE,20,HISPANIC OR LATINO,US,NY,ROCKLAND,YES,YES,XC/TRACK AND FIELD,NONE,YES,NEVER STOPPED,5,YES,5,94.0,6,3,YES,YES,SENIOR,ATTENDS DIFFERENT COLLEGE,STONY BROOK UNIVERSITY,PSYCHOLOGY,YES,YES,3.3,GRADUATE SCHOOL,YES,XC/TRACK AND FIELD,NO,7,3,NEGATIVE EFFECT,NO,RECRUITED
84,84,MALE,21,WHITE,US,NY,ONONDAGA,YES,YES,GOLF,HOCKEY,YES,END OF HIGH SCHOOL,7,YES,1,99.0,5,2,NO,YES,SENIOR,"BUSINESS ADMINISTRATION, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.8,EMPLOYMENT,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
85,85,MALE,19,WHITE,US,NY,SUFFOLK,YES,YES,XC/TRACK AND FIELD,NONE,YES,NEVER STOPPED,1,YES,3,96.0,7,2,YES,NO,SOPHOMORE,"BUSINESS ADMINISTRATION, BS",STONY BROOK UNIVERSITY,UNKNOWN,YES,YES,3.65,GRADUATE SCHOOL,YES,XC/TRACK AND FIELD,NO,7,2,POSITIVE EFFECT,NO,WALK ON
86,86,FEMALE,21,MIDDLE EASTERN OR NORTH AFRICAN,US,NY,NASSAU,YES,YES,SOCCER,XC/TRACK AND FIELD,NO,END OF HIGH SCHOOL,7,YES,5,99.8,6,3,NO,YES,SENIOR,"INTEGRATIVE NEUROSCIENCE, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.8,MEDICAL SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
87,87,MALE,21,WHITE,US,NY,NASSAU,YES,YES,XC/TRACK AND FIELD,NONE,YES,NEVER STOPPED,4,YES,1,98.0,7,1,YES,YES,GRADUATE STUDENT,ATTENDS DIFFERENT COLLEGE,STONY BROOK UNIVERSITY,APPLIED MATHEMATICS & STATISTICS,NO,DID NOT APPLY,3.8,EMPLOYMENT,YES,XC/TRACK AND FIELD,NO,6,3,POSITIVE EFFECT,NO,WALK ON
88,88,MALE,20,WHITE,US,NY,ROCKLAND,YES,YES,BASEBALL,XC/TRACK AND FIELD,YES,NEVER STOPPED,2,NO,0,100.0,5,2,YES,YES,JUNIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.73,GRADUATE SCHOOL,NO,NONE,YES,0,0,NO EFFECT,NO,NOT A NCAA ATHLETE
89,89,MALE,21,WHITE,US,NY,ROCKLAND,YES,YES,XC/TRACK AND FIELD,SOCCER,NO,END OF HIGH SCHOOL,1,YES,1,99.6,6,2,YES,YES,SENIOR,ATTENDS DIFFERENT COLLEGE,UNIVERSITY OF MASSACHUSETTS AMHERST,COMPUTER SCIENCE,YES,WAITLISTED,3.7,EMPLOYMENT,NO,NONE,YES,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
90,90,MALE,21,WHITE,US,MA,PLYMOUTH,YES,YES,SOCCER,NONE,NO,NEVER STOPPED,1,NO,0,100.0,7,2,YES,NO,SENIOR,ATTENDS DIFFERENT COLLEGE,UNIVERSITY OF MASSACHUSETTS AMHERST,BIOLOGY,NO,DID NOT APPLY,3,EMPLOYMENT,NO,NONE,YES,0,0,NEUTRAL,NO,NOT A NCAA ATHLETE
91,91,MALE,21,WHITE,US,MA,MIDDLESEX,YES,YES,BASKETBALL,XC/TRACK AND FIELD,NO,NEVER STOPPED,1,NO,0,UNKNOWN,6,2,YES,YES,SENIOR,ATTENDS DIFFERENT COLLEGE,UNIVERSITY OF MASSACHUSETTS AMHERST,JOURNALISM,NO,DID NOT APPLY,3.36,EMPLOYMENT,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
92,92,MALE,20,WHITE,US,NY,ROCKLAND,YES,YES,BASEBALL,XC/TRACK AND FIELD,YES,END OF HIGH SCHOOL,5,YES,1,99.0,2,2,YES,YES,JUNIOR,"MECHANICAL ENGINEERING, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.65,EMPLOYMENT,NO,NONE,YES,7,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
93,93,MALE,21,WHITE,US,NY,SUFFOLK,YES,YES,GOLF,SOCCER,NO,END OF HIGH SCHOOL,3,YES,3,90.0,3,4,YES,YES,SENIOR,"BUSINESS ADMINISTRATION, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.98,EMPLOYMENT,NO,NONE,YES,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
94,94,FEMALE,20,WHITE,US,NY,ORANGE,YES,YES,XC/TRACK AND FIELD,TENNIS,YES,NEVER STOPPED,2,YES,1,92.0,6,3,YES,YES,JUNIOR,ATTENDS DIFFERENT COLLEGE,STONY BROOK UNIVERSITY,JOURNALISM,YES,WAITLISTED,3.2,GRADUATE SCHOOL,YES,XC/TRACK AND FIELD,NO,6,3,POSITIVE EFFECT,NO,WALK ON
95,95,FEMALE,20,WHITE,US,NY,RENSSELAER,YES,YES,XC/TRACK AND FIELD,BASKETBALL,YES,NEVER STOPPED,5,NO,0,95.0,6,2,YES,YES,JUNIOR,ATTENDS DIFFERENT COLLEGE,STONY BROOK UNIVERSITY,HEALTH SCIENCE,NO,DID NOT APPLY,3.68,GRADUATE SCHOOL,YES,XC/TRACK AND FIELD,NO,6,3,NEGATIVE EFFECT,NO,RECRUITED
96,96,MALE,17,WHITE,US,NY,ROCKLAND,YES,YES,XC/TRACK AND FIELD,NONE,NO,END OF HIGH SCHOOL,3,YES,2,85.0,6,3,NO,YES,FRESHMAN,ATTENDS DIFFERENT COLLEGE,SUNY ALBANY,CYBERSECURITY,YES,NO,NO GPA YET,BOTH,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
97,97,MALE,18,"BLACK OR AFRICAN AMERICAN, WHITE",US,NY,ROCKLAND,YES,YES,XC/TRACK AND FIELD,SWIMMING AND DIVING,NO,NEVER STOPPED,2,YES,4,89.0,6,3,YES,YES,FRESHMAN,ATTENDS DIFFERENT COLLEGE,HIGH POINT UNIVERSITY,MECHANICAL ENGINEERING,YES,YES,NO GPA YET,GRADUATE SCHOOL,NO,NONE,YES,0,0,POSITIVE EFFECT,NO,NOT A NCAA ATHLETE
98,98,MALE,18,WHITE,US,NY,ROCKLAND,YES,YES,XC/TRACK AND FIELD,NONE,NO,END OF HIGH SCHOOL,4,YES,3,100.0,6,2,NO,YES,FRESHMAN,"MECHANICAL ENGINEERING, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
99,99,MALE,18,WHITE,US,NY,ROCKLAND,YES,YES,XC/TRACK AND FIELD,BASEBALL,YES,END OF HIGH SCHOOL,2,YES,2,91.0,6,2,NO,YES,FRESHMAN,ATTENDS DIFFERENT COLLEGE,UNIVERSITY OF CONNECTICUT,BUSINESS MANAGEMENT,YES,NO,3.88,BOTH,NO,NONE,YES,0,0,POSITIVE EFFECT,NO,NOT A NCAA ATHLETE
100,100,MALE,18,HISPANIC OR LATINO,US,NY,ROCKLAND,NO,YES,XC/TRACK AND FIELD,NONE,YES,END OF HIGH SCHOOL,5,YES,2,92.0,6,3,NO,YES,SOPHOMORE,"MECHANICAL ENGINEERING, BS",ROCHESTER INSTITUTE OF TECHNOLOGY,UNKNOWN,YES,NO,3.2,BOTH,NO,NONE,NO,0,0,POSITIVE EFFECT,NO,NOT A NCAA ATHLETE
101,101,MALE,18,WHITE,US,NY,ROCKLAND,YES,YES,XC/TRACK AND FIELD,NONE,NO,END OF HIGH SCHOOL,2,YES,2,97.0,6,2,NO,YES,FRESHMAN,"BIOLOGICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,BOTH,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
102,102,MALE,18,BLACK OR AFRICAN AMERICAN,US,NY,ROCKLAND,YES,YES,XC/TRACK AND FIELD,NONE,NO,END OF HIGH SCHOOL,8,NO,0,87.0,6,2,YES,NO,FRESHMAN,ATTENDS DIFFERENT COLLEGE,ROCKLAND COMMUNITY COLLEGE,PHYSICAL EDUCATION,NO,NO,NO GPA YET,EMPLOYMENT,NO,NONE,NO,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
103,103,MALE,18,BLACK OR AFRICAN AMERICAN,US,NY,ROCKLAND,NO,YES,XC/TRACK AND FIELD,XC/TRACK AND FIELD,YES,NEVER STOPPED,3,YES,2,UNKNOWN,6,2,NO,YES,FRESHMAN,ATTENDS DIFFERENT COLLEGE,STEVENS INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,YES,DEFERRED,NO GPA YET,BOTH,YES,XC/TRACK AND FIELD,NO,6,2,POSITIVE EFFECT,NO,WALK ON
104,104,MALE,21,WHITE,US,DE,LEWES,YES,YES,NONE,NONE,NO,DURING HIGH SCHOOL,1,NO,0,97.0,0,0,NO,NO,SENIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.6,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
105,105,MALE,19,WHITE,US,NY,ROCKLAND,YES,YES,XC/TRACK AND FIELD,NONE,YES,END OF HIGH SCHOOL,1,YES,5,101.0,7,2,NO,NO,SOPHOMORE,ATTENDS DIFFERENT COLLEGE,UNIVERSITY OF SOUTH CAROLINA,BIOLOGICAL SCIENCES,NO,NO,4,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
106,106,MALE,21,WHITE,US,NY,ROCKLAND,YES,NO,BASEBALL,NONE,NO,BEFORE MIDDLE SCHOOL,3,YES,3,98.0,0,0,NO,NO,SENIOR,"PHILOSOPHY, POLITICS, AND LAW, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.8,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NO,NOT A NCAA ATHLETE
107,107,FEMALE,21,WHITE,US,NY,WESTCHESTER,YES,YES,SOFTBALL,NONE,YES,END OF HIGH SCHOOL,7,YES,2,93.0,5,2,NO,NO,SENIOR,"POLITICAL SCIENCE, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.98,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NO,NOT A NCAA ATHLETE
108,108,FEMALE,21,WHITE,US,NY,MONROE,NO,YES,XC/TRACK AND FIELD,NONE,NO,END OF HIGH SCHOOL,5,NO,0,93.0,6,2,NO,YES,SENIOR,"POLITICAL SCIENCE, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.58,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
109,109,FEMALE,20,WHITE,US,NY,ROCKLAND,YES,YES,VOLLEYBALL,NONE,YES,END OF HIGH SCHOOL,7,YES,3,96.0,5,3,NO,YES,JUNIOR,"GEOGRAPHY, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.8,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
110,110,FEMALE,19,WHITE,US,NY,ROCKLAND,YES,YES,FIELD HOCKEY,XC/TRACK AND FIELD,YES,END OF HIGH SCHOOL,8,YES,5,100.0,6,2,YES,YES,JUNIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.44,GRADUATE SCHOOL,NO,NONE,YES,0,0,POSITIVE EFFECT,NO,NOT A NCAA ATHLETE
111,111,FEMALE,21,WHITE,US,NY,ERIE,YES,YES,DANCE,NONE,NO,NEVER STOPPED,2,NO,0,97.0,7,2,NO,YES,SENIOR,"ECONOMICS, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.37,BOTH,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
112,112,FEMALE,18,WHITE,US,NY,MONROE,NO,YES,XC/TRACK AND FIELD,NONE,YES,END OF HIGH SCHOOL,5,YES,2,94.0,6,2,NO,YES,SOPHOMORE,"ECONOMICS, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.07,EMPLOYMENT,NO,NONE,YES,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
113,113,FEMALE,22,ASIAN,US,NY,BROOME,NO,NO,NONE,NONE,NO,NEVER PLAYED,8,YES,1,95.0,0,0,NO,NO,SENIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
114,114,FEMALE,21,WHITE,US,NY,NASSAU,YES,YES,SOCCER,VOLLEYBALL,NO,END OF HIGH SCHOOL,5,YES,2,92.0,5,2,NO,YES,SENIOR,"ENVIRONMENTAL STUDIES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.25,BOTH,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
115,115,FEMALE,21,WHITE,US,NY,MONROE,YES,YES,GYMNASTICS,NONE,NO,DURING HIGH SCHOOL,4,YES,5,95.0,4,3,NO,NO,GRADUATE STUDENT,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.64,GRADUATE SCHOOL,NO,NONE,NO,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
116,116,MALE,20,HISPANIC OR LATINO,US,NY,NASSAU,NO,YES,XC/TRACK AND FIELD,XC/TRACK AND FIELD,YES,NEVER STOPPED,6,YES,5,94.0,5,2,NO,YES,JUNIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,2.96,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
117,117,MALE,19,WHITE,US,NY,SUFFOLK,YES,YES,TENNIS,VOLLEYBALL,YES,NEVER STOPPED,3,YES,3,95.0,7,3,YES,YES,JUNIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.35,GRADUATE SCHOOL,NO,NONE,YES,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
118,118,FEMALE,19,"ASIAN, WHITE",US,NY,WESTCHESTER,YES,YES,SWIMMING AND DIVING,TENNIS,NO,END OF MIDDLE SCHOOL,8,YES,5,98.8,5,2,NO,YES,SOPHOMORE,"COMPUTER SCIENCE, BS",BINGHAMTON UNIVERSITY,"I AM ALSO  DOUBLE MAJOR, MATH AND CS",YES,YES,3.87,BOTH,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
119,119,FEMALE,21,WHITE,US,NY,MONROE,YES,YES,CHEER,XC/TRACK AND FIELD,YES,END OF HIGH SCHOOL,8,YES,2,97.0,6,2,NO,YES,SENIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.95,EMPLOYMENT,NO,NONE,YES,0,0,POSITIVE EFFECT,NO,NOT A NCAA ATHLETE
120,120,MALE,18,WHITE,US,NY,BRONX,NO,YES,VOLLEYBALL,NONE,YES,END OF HIGH SCHOOL,4,YES,2,98.86,4,2,NO,YES,FRESHMAN,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,BOTH,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
121,121,MALE,18,WHITE,US,MA,BERKSHIRE,YES,YES,XC/TRACK AND FIELD,SWIMMING AND DIVING,YES,END OF HIGH SCHOOL,3,YES,4,97.0,6,2,NO,YES,FRESHMAN,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,GRADUATE SCHOOL,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
122,122,MALE,19,WHITE,US,NY,BROOME,NO,NO,NONE,NONE,NO,NEVER PLAYED,1,YES,1,97.0,0,0,NO,NO,SOPHOMORE,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.87,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
123,123,FEMALE,18,"ASIAN, WHITE",US,NY,DUTCHESS,YES,NO,NONE,NONE,NO,END OF MIDDLE SCHOOL,5,YES,3,98.1,0,0,NO,YES,FRESHMAN,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
124,124,MALE,19,WHITE,US,NY,TOMPKINS,YES,YES,LACROSSE,SOCCER,NO,END OF HIGH SCHOOL,5,YES,2,95.0,5,2,NO,YES,JUNIOR,"COMPUTER SCIENCE, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.8,GRADUATE SCHOOL,NO,NONE,NO,0,0,NO EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
125,125,TRANSMASCULINE,19,"ASIAN, WHITE",US,NY,DUTCHESS,NO,NO,NONE,NONE,NO,NEVER PLAYED,3,YES,2,98.0,0,0,NO,NO,SOPHOMORE,"CHEMISTRY, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.42,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NO,NOT A NCAA ATHLETE
126,126,MALE,24,WHITE,US,NY,WESTCHESTER,YES,YES,XC/TRACK AND FIELD,NONE,YES,NEVER STOPPED,1,YES,3,91.0,6,2,YES,YES,ALUM,"COMPUTER SCIENCE, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.3,BOTH,NO,NONE,YES,0,0,POSITIVE EFFECT,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
127,127,NONBINARY,18,WHITE,US,VA,NEWPORT NEWS,YES,YES,FENCING,NONE,NO,NEVER STOPPED,4,YES,4,95.0,3,3,NO,YES,FRESHMAN,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,GRADUATE SCHOOL,NO,NONE,YES,0,0,NO EFFECT,NO,NOT A NCAA ATHLETE
128,128,MALE,20,WHITE,US,NY,SUFFOLK,YES,YES,BASEBALL,XC/TRACK AND FIELD,YES,END OF HIGH SCHOOL,2,YES,3,96.0,6,2,NO,YES,JUNIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.2,GRADUATE SCHOOL,NO,NONE,YES,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
129,129,MALE,19,"ASIAN, WHITE",US,NY,MONROE,YES,NO,NONE,NONE,NO,BEFORE MIDDLE SCHOOL,4,YES,3,100.0,0,0,NO,NO,SOPHOMORE,ATTENDS DIFFERENT COLLEGE,BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.98,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
130,130,MALE,22,WHITE,US,NY,KINGS,YES,YES,GOLF,NONE,NO,END OF HIGH SCHOOL,2,YES,1,92.0,1,0,NO,NO,GRADUATE STUDENT,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.28,BOTH,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
131,131,MALE,22,WHITE,US,CT,MIDDLESEX,NO,YES,XC/TRACK AND FIELD,NONE,NO,END OF HIGH SCHOOL,1,YES,2,95.0,5,2,NO,YES,GRADUATE STUDENT,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.86,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
132,132,MALE,21,WHITE,US,NY,SUFFOLK,YES,YES,SWIMMING AND DIVING,NONE,YES,NEVER STOPPED,1,YES,2,98.7,6,2,YES,YES,SENIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,4,EMPLOYMENT,YES,SWIMMING AND DIVING,NO,6,3,POSITIVE EFFECT,YES,RECRUITED
133,133,FEMALE,21,ASIAN,CHINA,NOT FROM US,CHINA,NO,NO,VOLLEYBALL,TENNIS,NO,END OF HIGH SCHOOL,7,NO,0,93.0,0,0,NO,NO,SENIOR,"MATHEMATICAL SCIENCES, BS",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.73,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NO,NOT A NCAA ATHLETE
134,134,MALE,19,WHITE,US,NY,TIOGA,YES,YES,BASEBALL,BASKETBALL,YES,END OF HIGH SCHOOL,1,NO,0,100.0,6,3,NO,YES,JUNIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.7,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
135,135,FEMALE,21,WHITE,US,NY,WARREN,YES,YES,SKIING,NONE,NO,END OF HIGH SCHOOL,4,YES,2,96.0,5,4,NO,YES,SENIOR,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,3.22,EMPLOYMENT,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
136,136,FEMALE,18,WHITE,US,NY,MONROE,NO,YES,SKIING,NONE,NO,END OF HIGH SCHOOL,4,YES,4,98.0,4,2,NO,YES,FRESHMAN,"MATHEMATICAL SCIENCES, BA",BINGHAMTON UNIVERSITY,BINGHAMTON STUDENT,YES,YES,NO GPA YET,GRADUATE SCHOOL,NO,NONE,NO,0,0,NEUTRAL,NOT A NCAA ATHLETE,NOT A NCAA ATHLETE
